customer_id,orders_12m,spend_12m_eur,website_visits_90d,avg_discount_rate,return_rate,days_since_last_order,support_tickets_12m,avg_order_value_eur,mobile_share,newsletter_open_rate,loyalty_years
301,23.0,2277.1,40.0,0.059,0.039,8.0,3.0,99.23,0.538,0.0,2.5
302,9.0,681.94,32.0,0.209,0.046,17.0,2.0,77.9,0.336,0.233,0.53
303,4.0,238.0,7.0,0.205,0.085,29.0,1.0,58.89,0.809,0.105,2.1
304,6.0,267.38,25.0,0.05,0.025,7.0,0.0,43.84,0.088,0.12,1.28
305,5.0,101.63,11.0,0.071,0.067,18.0,1.0,18.76,0.221,0.21,0.48
306,12.0,465.38,23.0,0.17,0.064,19.0,0.0,40.22,0.243,0.356,1.58
307,4.0,251.51,17.0,0.11,0.0,9.0,2.0,62.79,0.436,0.282,2.24
308,13.0,694.11,27.0,0.091,0.1,14.0,2.0,53.91,0.439,0.319,2.71
309,5.0,433.86,37.0,,0.06,9.0,0.0,80.89,0.225,0.145,1.94
310,1.0,57.86,7.0,0.167,0.002,24.0,0.0,41.31,0.385,0.371,1.73
311,4.0,128.99,4.0,0.347,0.07,12.0,1.0,35.19,0.552,0.129,1.24
312,12.0,902.04,39.0,0.421,0.158,17.0,2.0,72.34,0.435,0.345,0.65
313,10.0,846.04,13.0,0.032,0.088,11.0,1.0,82.35,0.303,0.174,1.53
314,13.0,984.64,62.0,0.281,0.103,21.0,1.0,74.44,0.34,0.264,0.89
315,10.0,568.49,31.0,0.365,0.054,17.0,2.0,55.42,0.539,0.374,1.92
316,2.0,128.64,14.0,0.143,0.024,16.0,2.0,57.76,0.673,0.305,1.06
317,16.0,530.62,24.0,0.032,0.044,5.0,1.0,33.39,0.731,0.428,
318,10.0,463.17,27.0,0.117,0.045,16.0,1.0,45.92,0.335,0.178,3.42
319,2.0,88.87,11.0,0.16,0.015,31.0,2.0,36.03,0.186,0.245,1.79
320,5.0,111.81,5.0,0.274,0.06,56.0,1.0,24.07,0.435,0.324,1.38
321,13.0,718.2,39.0,0.323,0.13,8.0,3.0,55.82,0.706,0.394,1.04
322,12.0,717.56,38.0,0.367,0.077,6.0,1.0,60.72,0.579,0.183,1.31
323,14.0,674.33,41.0,0.072,0.001,22.0,2.0,47.32,0.248,0.2,2.86
324,32.0,1484.2,56.0,0.096,0.048,2.0,4.0,45.95,0.293,0.029,1.71
325,8.0,817.96,30.0,0.097,0.033,9.0,3.0,98.58,0.613,0.059,1.09
326,28.0,3040.75,70.0,0.046,0.07,9.0,2.0,109.2,0.772,0.204,2.12
327,7.0,186.52,35.0,0.148,0.022,10.0,0.0,25.4,0.215,0.26,2.59
328,11.0,535.21,14.0,0.057,0.077,6.0,1.0,49.8,0.305,0.319,2.87
329,17.0,685.65,45.0,0.427,0.079,25.0,2.0,41.29,0.305,0.037,1.83
330,11.0,565.02,31.0,0.375,0.103,8.0,0.0,50.82,0.423,0.0,1.43
331,14.0,522.29,21.0,0.077,0.081,15.0,1.0,38.0,0.292,0.166,1.61
332,22.0,622.58,40.0,0.455,0.074,0.0,2.0,28.54,0.76,0.204,1.14
333,18.0,677.88,47.0,0.06,0.068,19.0,0.0,37.98,0.369,0.241,0.59
334,24.0,1960.16,46.0,0.084,0.029,10.0,1.0,82.65,0.232,0.46,3.14
335,33.0,2472.51,36.0,0.039,0.015,7.0,1.0,74.57,0.137,0.097,1.42
336,12.0,706.53,40.0,0.166,0.057,16.0,3.0,57.7,0.439,0.108,3.07
337,21.0,460.4,42.0,0.32,0.115,29.0,1.0,22.41,0.764,0.267,1.41
338,13.0,520.56,27.0,0.13,0.127,17.0,2.0,40.53,0.54,0.015,
339,2.0,65.32,7.0,0.093,0.013,117.0,1.0,40.96,0.608,0.04,1.06
340,1.0,8.62,3.0,0.154,0.053,116.0,1.0,7.92,0.497,0.023,0.0
341,1.0,106.15,1.0,0.087,0.02,156.0,0.0,76.3,0.424,0.243,1.22
342,0.0,96.3,4.0,0.137,0.094,58.0,0.0,96.3,0.506,0.127,0.13
343,4.0,87.77,7.0,0.006,0.045,26.0,0.0,19.84,0.689,0.086,0.73
344,5.0,872.41,56.0,0.037,0.056,2.0,2.0,161.22,0.452,0.139,1.48
345,40.0,2432.27,68.0,0.078,0.056,8.0,2.0,60.3,0.534,0.243,1.73
346,12.0,409.44,53.0,0.124,0.002,18.0,0.0,34.19,0.086,0.194,0.02
347,12.0,924.57,34.0,0.119,0.055,12.0,0.0,77.0,0.212,0.122,2.62
348,5.0,90.34,1.0,0.181,0.042,23.0,0.0,19.71,0.575,0.318,1.04
349,0.0,199.95,9.0,0.099,0.027,35.0,0.0,199.95,0.485,0.232,1.01
350,17.0,1009.91,28.0,0.523,0.101,15.0,2.0,57.95,0.91,0.236,2.46
351,4.0,109.12,5.0,0.187,0.09,26.0,0.0,29.53,0.418,0.297,1.71
352,25.0,1813.46,69.0,0.049,0.034,4.0,2.0,73.07,0.264,0.045,1.73
353,4.0,111.09,8.0,0.249,0.0,32.0,1.0,24.94,0.466,0.323,0.0
354,9.0,931.54,44.0,0.071,0.089,10.0,2.0,106.7,0.158,0.081,1.4
355,2.0,85.86,9.0,0.21,0.027,48.0,0.0,42.5,0.551,0.019,0.92
356,29.0,2111.28,87.0,0.012,0.019,5.0,0.0,72.7,0.394,0.134,3.19
357,18.0,587.95,29.0,0.091,0.063,11.0,1.0,33.4,0.295,0.119,2.33
358,10.0,638.31,25.0,0.123,0.051,9.0,2.0,66.27,0.103,0.197,3.08
359,13.0,320.75,29.0,0.061,0.082,11.0,0.0,23.98,0.493,0.451,2.13
360,18.0,387.62,22.0,0.028,0.096,16.0,2.0,21.52,0.127,0.205,1.34
361,34.0,1836.63,89.0,0.016,0.045,8.0,2.0,54.26,0.372,0.135,3.1
362,3.0,24.52,6.0,0.029,0.043,14.0,1.0,9.33,0.333,0.206,1.45
363,20.0,474.5,39.0,0.169,0.158,2.0,2.0,23.54,0.618,0.367,0.0
364,15.0,467.83,44.0,0.402,0.07,15.0,1.0,31.34,0.51,0.217,0.0
365,2.0,2.81,4.0,0.264,0.027,103.0,0.0,1.63,0.628,0.122,0.37
366,9.0,384.66,35.0,0.142,0.018,9.0,2.0,43.39,0.438,0.536,1.76
367,19.0,928.89,30.0,0.338,0.07,13.0,0.0,48.54,0.706,0.179,0.44
368,3.0,79.61,0.0,0.265,0.035,32.0,0.0,22.95,0.181,0.273,1.43
369,1.0,113.19,2.0,0.214,0.025,83.0,0.0,113.19,0.592,0.061,0.75
370,0.0,35.54,5.0,0.267,0.019,49.0,1.0,35.54,0.75,0.0,1.65
371,11.0,271.81,26.0,0.015,0.037,13.0,1.0,24.47,0.192,0.398,2.47
372,4.0,173.18,19.0,0.289,0.035,6.0,2.0,46.93,0.735,0.131,0.09
373,27.0,549.67,54.0,0.402,0.088,8.0,1.0,20.2,0.259,0.187,0.55
374,11.0,499.28,27.0,0.113,0.078,24.0,0.0,45.57,0.524,0.154,1.11
375,1.0,24.0,1.0,0.1,0.008,72.0,1.0,17.29,0.51,0.0,0.56
376,2.0,104.15,7.0,0.177,0.034,52.0,0.0,43.51,0.345,0.162,1.93
377,11.0,936.41,55.0,0.168,0.138,12.0,0.0,82.13,0.466,0.325,0.95
378,6.0,519.09,23.0,0.095,0.043,16.0,1.0,86.35,0.341,0.163,2.28
379,3.0,201.47,14.0,0.239,0.021,14.0,0.0,58.13,0.161,0.098,0.0
380,21.0,2319.78,39.0,0.029,0.039,1.0,1.0,109.1,0.293,0.224,1.21
381,1.0,135.25,9.0,0.193,0.048,25.0,0.0,119.35,0.369,0.132,0.72
382,9.0,694.52,27.0,0.133,0.054,11.0,2.0,74.34,0.458,0.046,2.84
383,14.0,377.25,19.0,0.074,0.052,7.0,2.0,27.74,0.428,0.18,3.02
384,7.0,96.16,12.0,0.211,0.064,63.0,1.0,14.53,0.591,0.224,0.48
385,16.0,424.28,33.0,0.054,0.051,18.0,1.0,26.98,0.338,0.287,2.91
386,13.0,583.19,38.0,0.056,,10.0,0.0,45.69,0.503,0.105,2.94
387,3.0,189.53,12.0,0.247,0.047,14.0,1.0,62.68,0.315,0.312,1.61
388,1.0,15.43,4.0,0.09,0.057,67.0,0.0,10.97,0.446,0.0,0.62
389,11.0,555.43,44.0,0.109,0.056,2.0,1.0,50.41,0.107,0.195,1.49
390,3.0,191.49,7.0,0.317,0.035,30.0,1.0,71.18,0.472,0.124,0.44
391,33.0,1736.97,64.0,0.047,0.05,5.0,2.0,52.24,0.35,,1.71
392,8.0,379.34,29.0,0.061,0.021,7.0,2.0,47.97,0.191,0.182,2.85
393,19.0,461.38,28.0,0.1,0.092,7.0,1.0,24.19,0.27,0.005,2.51
394,13.0,704.16,27.0,0.052,0.056,10.0,1.0,52.5,0.479,0.254,2.62
395,39.0,1437.57,58.0,0.005,0.068,0.0,0.0,36.44,0.542,0.246,1.75
396,11.0,2239.26,80.0,0.098,0.044,12.0,1.0,197.24,0.193,0.408,2.04
397,12.0,718.19,35.0,0.127,0.064,6.0,1.0,59.89,0.325,0.226,2.54
398,17.0,779.48,19.0,0.447,0.12,9.0,0.0,45.27,0.483,0.249,1.32
399,30.0,1403.37,59.0,0.012,0.002,11.0,3.0,47.04,0.216,0.166,0.78
400,32.0,644.14,36.0,0.067,0.022,10.0,0.0,20.22,0.339,0.0,2.79
401,5.0,170.64,9.0,0.4,,25.0,1.0,35.72,0.451,0.206,0.0
402,4.0,52.07,13.0,0.164,0.098,53.0,0.0,14.53,0.753,0.3,0.0
403,14.0,496.24,35.0,0.172,0.064,13.0,1.0,35.35,0.119,0.31,1.46
404,1.0,101.17,8.0,0.205,0.049,52.0,2.0,101.17,0.53,0.294,1.3
405,0.0,91.47,0.0,0.284,0.049,49.0,1.0,91.47,0.694,0.386,0.94
406,27.0,1911.44,67.0,0.047,0.028,3.0,3.0,69.93,0.207,0.221,0.73
407,6.0,600.89,33.0,0.039,0.013,14.0,0.0,94.73,0.192,0.212,2.29
408,39.0,2455.16,47.0,0.03,0.063,9.0,3.0,63.0,0.159,0.292,0.69
409,4.0,43.17,7.0,0.195,0.0,33.0,1.0,12.27,0.239,0.083,2.75
410,41.0,2229.82,63.0,0.024,0.037,2.0,2.0,54.93,0.211,0.346,2.7
411,3.0,135.18,3.0,0.206,0.037,62.0,1.0,48.31,0.214,0.232,1.67
412,16.0,753.72,45.0,0.274,0.088,5.0,1.0,46.28,0.363,0.249,0.99
413,0.0,50.78,3.0,0.232,0.0,98.0,0.0,50.78,0.333,0.041,0.82
414,45.0,1525.79,61.0,0.026,0.019,9.0,3.0,33.56,0.709,0.271,1.56
415,41.38142710392749,2198.5040043235563,25.0,0.038,0.062,12.0,2.0,28.01,0.473,0.317,1.59
416,6.0,258.35,7.0,0.197,0.044,57.0,0.0,40.74,0.41,0.462,1.66
417,7.0,405.2,60.0,0.378,0.156,10.0,1.0,61.13,0.91,0.303,0.23
418,8.0,573.77,16.0,0.159,0.03,4.0,1.0,75.68,0.445,0.0,2.3
419,2.0,97.24,12.0,0.179,0.021,39.0,1.0,49.14,0.308,0.221,1.1
420,13.0,141.44,41.0,0.062,0.047,11.0,2.0,10.68,0.364,0.219,1.71
421,1.0,95.44,6.0,0.169,0.044,30.0,1.0,88.54,0.123,0.329,1.46
422,10.0,199.22,44.0,0.109,0.063,8.0,2.0,20.58,0.7,0.137,0.66
423,29.0,1443.85,26.0,0.05,0.021,2.0,3.0,49.24,0.103,0.0,1.66
424,20.0,828.95,41.0,0.372,0.165,14.0,3.0,41.74,0.641,0.143,0.02
425,10.0,174.85,38.0,0.109,0.073,16.0,0.0,18.4,0.463,0.256,1.85
426,4.0,153.99,14.0,0.175,0.066,64.0,1.0,35.47,0.072,0.337,1.02
427,13.0,444.76,20.0,0.064,0.017,22.0,1.0,33.07,0.063,0.095,2.46
428,4.0,154.87,8.0,0.283,0.103,32.0,3.0,42.36,0.288,0.369,0.84
429,2.0,192.36,3.0,0.14,0.018,89.0,1.0,92.0,0.75,0.028,0.0
430,27.0,844.85,65.0,0.49,0.14,8.0,0.0,31.38,0.468,0.213,1.63
431,22.0,1587.74,50.0,0.0,0.07,10.0,0.0,72.62,0.151,0.399,1.98
432,3.0,106.79,7.0,0.162,0.084,19.0,0.0,36.17,0.323,0.108,0.72
433,4.0,141.69,6.0,0.072,0.085,75.0,0.0,32.05,0.517,0.08,1.01
434,2.0,66.59,5.0,0.218,0.041,122.0,1.0,34.32,0.258,0.014,0.4
435,1.0,29.55,9.0,0.22,0.087,60.0,1.0,21.91,0.486,0.33,1.1
436,0.0,182.38,1.0,0.189,0.013,20.0,1.0,182.38,0.254,0.093,1.7
437,26.0,804.97,58.0,0.361,0.086,0.0,1.0,31.35,0.351,0.116,1.2
438,13.0,513.31,26.0,0.022,0.109,0.0,1.0,39.98,0.058,0.187,2.1
439,11.0,633.54,30.0,0.09,0.019,19.0,1.0,57.86,0.527,0.417,1.87
440,13.0,578.69,24.0,0.196,0.0,15.0,1.0,46.29,0.206,0.196,2.08
441,39.0,1628.55,49.0,0.072,0.024,2.0,2.0,41.25,0.192,0.228,1.78
442,11.0,762.15,52.0,0.036,0.074,12.0,1.0,69.92,0.186,0.302,3.18
443,22.0,838.52,35.0,0.383,0.045,18.0,1.0,37.69,0.785,0.086,0.0
444,13.0,488.3,26.0,0.024,0.054,14.0,3.0,38.13,0.124,0.284,1.24
445,20.0,586.62,29.0,0.141,0.04,0.0,1.0,29.35,0.37,0.059,1.71
446,1.0,65.36,7.0,0.269,0.079,40.0,1.0,45.99,0.545,0.278,0.5
447,21.0,1803.2,33.0,0.068,0.041,7.0,0.0,84.75,0.667,0.348,1.92
448,8.0,110.67,3.0,0.163,0.037,19.0,0.0,13.92,0.212,0.307,0.74
449,41.0,1484.27,61.0,0.056,0.033,7.0,2.0,36.65,0.133,0.061,2.78
450,25.0,1883.07,43.0,0.113,0.012,6.0,1.0,75.12,0.47,0.089,3.23
451,3.0,86.38,3.0,0.114,0.0,116.0,0.0,29.84,0.464,0.0,0.76
452,5.0,58.95,6.0,0.264,0.0,49.0,1.0,12.16,0.246,0.348,0.02
453,4.0,23.72,8.0,0.19,0.068,45.0,1.0,6.43,0.268,0.126,0.45
454,30.0,1447.67,31.0,0.037,0.033,12.0,2.0,48.07,0.665,0.125,3.01
455,12.0,496.75,37.0,0.076,0.064,13.0,0.0,41.09,0.16,0.195,1.26
456,2.0,122.04,8.0,0.0,0.034,27.0,1.0,48.84,0.143,0.032,0.28
457,22.0,851.84,74.0,0.328,0.13,6.0,2.0,39.44,0.64,0.347,0.11
458,26.0,899.08,46.0,0.083,0.018,4.0,0.0,34.9,0.425,0.05,2.48
459,3.0,89.36,8.0,0.235,0.007,56.0,0.0,29.11,0.146,0.075,2.08
460,2.0,148.58,12.0,0.094,0.051,26.0,1.0,59.49,0.081,0.112,1.09
461,15.0,654.87,43.0,0.416,0.09,4.0,2.0,43.69,0.416,0.317,1.34
462,2.0,581.99,41.0,0.052,0.076,15.0,1.0,236.41,0.563,0.462,1.88
463,1.0,69.35,5.0,0.126,0.027,101.0,1.0,69.35,0.416,0.115,1.82
464,13.0,948.99,22.0,0.195,0.067,8.0,0.0,75.84,0.648,0.209,2.67
465,0.0,142.09,17.0,0.167,0.0,37.0,1.0,142.09,0.495,0.355,0.6
466,0.0,100.55,11.0,0.118,0.007,22.0,1.0,100.55,0.403,0.258,1.37
467,21.0,259.09,28.0,0.053,0.067,13.0,2.0,12.21,0.426,0.069,3.23
468,21.0,2581.06,58.0,0.031,0.032,5.0,1.0,122.74,0.27,0.102,1.6
469,1.0,184.61,10.0,0.103,0.024,24.0,0.0,157.94,0.773,0.036,1.1
470,2.0,586.86,18.0,0.221,0.05,10.0,1.0,312.37,0.198,0.315,2.66
471,13.0,673.94,26.0,0.135,0.026,1.0,0.0,50.13,0.326,0.075,2.0
472,40.0,1307.43,33.0,0.09,0.026,3.0,1.0,32.47,0.307,0.144,2.0
473,8.0,40.57,10.0,0.114,0.047,25.0,1.0,5.27,0.189,0.087,0.61
474,19.0,433.39,41.0,0.465,0.11,6.0,1.0,22.36,0.504,0.12,1.14
475,14.0,601.25,32.0,0.071,0.05,12.0,1.0,41.76,0.411,0.055,1.76
476,13.0,613.14,56.0,0.518,0.084,12.0,3.0,45.84,0.86,0.0,0.69
477,19.0,742.2,67.0,0.326,0.131,10.0,2.0,39.79,0.551,0.159,2.25
478,21.0,336.43,52.0,0.299,0.056,17.0,1.0,16.06,0.303,0.174,2.35
479,3.0,92.63,7.0,0.07,0.044,27.0,1.0,28.41,0.555,0.35,0.26
480,22.0,433.82,24.0,0.292,0.07,9.0,1.0,19.59,0.839,0.393,1.22
481,1.0,109.91,5.0,0.119,0.066,29.0,1.0,94.28,0.467,0.217,1.66
482,15.0,851.09,23.0,0.098,0.0,11.0,2.0,56.4,0.373,0.387,1.22
483,4.0,149.31,5.0,0.232,0.007,11.0,0.0,37.99,0.203,0.422,0.0
484,23.0,479.89,13.0,0.146,0.015,25.0,1.0,20.45,0.158,0.0,2.33
485,0.0,79.92,7.0,0.212,0.053,54.0,1.0,79.92,0.735,0.258,1.81
486,2.0,88.64,3.0,0.074,0.037,152.0,0.0,42.34,0.834,0.0,2.32
487,6.0,250.53,11.0,0.257,0.068,19.0,0.0,44.16,0.839,0.33,1.06
488,22.0,653.9,35.0,0.156,0.1,7.0,1.0,29.77,0.283,0.479,2.24
489,19.0,733.51,48.0,0.293,0.124,11.0,1.0,37.83,0.428,0.111,0.0
490,2.0,228.35,0.0,0.176,0.027,18.0,0.0,94.46,0.34,0.373,0.0
491,21.0,626.2,18.0,0.169,0.08,8.0,1.0,29.37,0.098,0.155,0.81
492,9.0,148.69,34.0,0.085,0.041,12.0,1.0,16.3,0.639,0.376,2.55
493,22.0,2413.67,17.0,0.036,0.043,10.0,3.0,108.23,0.167,0.057,3.4
494,18.0,1776.19,45.0,0.042,0.0,11.0,2.0,96.65,0.185,0.119,1.95
495,9.0,497.73,45.0,0.404,0.084,17.0,3.0,58.13,0.509,0.179,0.0
496,20.0,936.87,52.0,0.367,0.035,15.0,0.0,47.78,0.75,0.213,0.72
497,9.0,545.97,15.0,0.143,0.035,11.0,0.0,62.24,0.245,0.21,1.6
498,8.0,548.89,26.0,0.052,0.079,9.0,4.0,64.74,0.421,0.182,1.31
499,2.0,171.73,5.0,0.159,0.053,0.0,0.0,87.39,0.297,0.414,1.77
500,3.0,45.41,4.0,0.226,0.0,60.0,0.0,16.02,0.389,0.081,1.6
501,11.0,916.39,34.0,0.364,0.133,19.0,3.0,82.96,0.565,0.222,0.0
502,4.0,135.01,7.0,0.047,0.052,30.0,0.0,30.3,0.159,0.455,0.0
503,14.0,418.38,58.0,0.343,0.068,6.0,1.0,30.37,0.679,0.352,2.09
504,13.0,143.39,26.0,0.02,0.046,11.0,2.0,10.82,0.109,0.248,0.2
505,3.0,211.41,3.0,0.112,0.024,38.0,0.0,79.71,0.58,0.104,0.81
506,12.0,553.3,46.0,0.086,0.023,22.0,0.0,45.89,0.37,0.305,2.29
507,9.0,178.74,23.0,0.071,0.084,6.0,1.0,20.38,0.079,0.302,1.16
508,3.0,80.24,8.0,0.141,0.017,51.0,1.0,26.23,0.552,0.12,1.58
509,9.0,248.82,21.0,0.06,0.015,10.0,1.0,28.64,0.196,0.137,2.3
510,19.0,651.93,64.0,0.337,0.103,10.0,3.0,34.07,0.478,0.207,0.05
511,16.0,609.76,15.0,0.134,0.073,17.0,1.0,37.4,0.301,0.0,1.54
512,13.0,550.88,17.0,0.156,0.043,6.0,1.0,42.85,0.767,0.275,2.39
513,2.0,135.42,0.0,0.144,0.065,154.0,0.0,62.0,0.176,0.235,0.54
514,2.0,35.91,6.0,0.253,0.007,38.0,1.0,18.53,0.454,0.229,1.29
515,17.0,1014.31,36.0,0.087,0.027,20.0,2.0,59.41,0.18,0.474,4.49
516,2.0,103.0,4.0,,0.0,136.0,1.0,50.64,0.269,0.08,0.99
517,8.0,467.37,28.0,0.044,0.021,17.0,1.0,57.0,0.154,0.218,2.22
518,11.0,570.76,24.0,0.061,0.033,10.0,0.0,54.2,0.269,0.158,2.8
519,20.0,558.83,40.0,0.111,0.012,16.0,1.0,27.79,0.516,0.215,3.49
520,0.0,75.92,10.0,0.254,0.074,38.0,1.0,75.92,0.043,0.271,1.34
521,38.0,1842.52,43.0,0.06,0.025,2.0,2.0,48.14,0.188,0.355,1.2
522,2.0,92.22,3.0,0.087,0.0,166.0,0.0,49.75,0.808,0.0,1.5
523,1.0,76.55,3.0,0.097,0.002,69.0,0.0,61.88,0.358,0.014,0.39
524,16.0,572.22,17.0,0.109,0.08,10.0,1.0,35.49,0.083,0.174,1.64
525,4.0,345.2,37.0,0.194,0.03,10.0,2.0,76.92,0.179,0.33,2.8
526,45.0,1473.26,62.0,0.08,0.031,5.0,2.0,33.04,0.586,0.177,1.55
527,2.0,17.77,3.0,0.198,0.043,126.0,1.0,10.63,0.18,0.0,0.95
528,1.0,48.04,2.0,0.149,0.046,60.0,1.0,38.28,0.627,0.0,1.07
529,20.0,499.68,28.0,0.067,0.022,13.0,2.0,25.34,0.565,0.0,1.84
530,2.0,160.88,2.0,0.193,0.05,30.0,0.0,101.26,0.446,0.0,1.61
531,21.0,2761.86,30.0,0.063,0.037,3.0,2.0,133.43,0.064,0.195,1.12
532,14.0,522.38,21.0,0.41,0.169,10.0,0.0,36.21,0.575,0.224,1.2
533,4.0,227.37,7.0,0.199,0.082,15.0,0.0,55.5,0.646,0.422,0.23
534,1.0,15.87,4.0,0.283,0.0,89.0,1.0,15.87,0.401,0.0,0.0
535,34.0,1940.57,57.0,0.03,0.012,6.0,0.0,57.23,0.507,0.008,1.15
536,6.0,186.45,1.0,0.136,,3.0,0.0,29.69,0.604,0.23,1.76
537,7.0,680.32,37.0,0.105,0.0,19.0,0.0,91.83,0.465,0.387,2.49
538,4.0,137.91,10.0,0.214,0.036,36.0,1.0,34.95,0.31,0.182,0.7
539,39.0,1674.34,52.0,0.056,0.041,5.0,5.0,42.44,0.17,0.11,
540,11.0,174.29,32.0,0.179,0.021,20.0,0.0,15.31,0.453,0.37,2.52
541,11.0,336.1,24.0,0.068,0.06,11.0,1.0,31.13,0.613,0.125,3.24
542,22.0,420.1,23.0,0.32,0.07,14.0,4.0,19.27,0.524,0.043,0.7
543,18.0,689.21,71.0,0.425,0.099,14.0,1.0,39.36,0.435,0.208,0.49
544,0.0,192.16,10.0,0.223,0.052,48.0,1.0,192.16,0.144,0.138,1.47
545,16.0,809.09,50.0,0.322,0.081,21.0,2.0,51.92,0.591,0.199,1.14
546,16.0,490.51,33.0,0.08,0.0,5.0,1.0,30.66,0.543,0.314,1.36
547,3.0,109.15,1.0,0.257,0.078,44.0,1.0,42.44,0.525,0.0,1.55
548,10.0,256.45,24.0,0.119,0.06,11.0,1.0,25.65,0.364,0.391,2.03
549,9.0,557.66,23.0,0.15,0.037,14.0,1.0,60.67,0.139,0.242,0.68
550,15.0,407.14,18.0,0.485,0.023,2.0,1.0,26.69,0.594,0.32,1.49
551,14.0,684.44,34.0,0.279,0.062,9.0,1.0,48.04,0.214,0.318,0.99
552,3.0,48.82,3.0,0.251,0.066,70.0,0.0,18.94,0.662,0.213,0.54
553,18.0,441.61,37.0,0.169,0.061,8.0,0.0,24.03,0.16,0.247,2.13
554,14.0,634.3,52.0,0.597,0.071,12.0,1.0,43.8,0.793,0.356,2.15
555,30.0,1570.3,36.0,0.036,,1.0,0.0,53.13,0.162,0.345,2.34
556,23.0,685.34,53.0,0.444,0.111,1.0,2.0,29.39,0.763,0.292,1.15
557,7.0,572.94,46.0,0.133,0.103,5.0,0.0,84.77,0.053,0.212,2.24
558,3.0,135.16,9.0,0.19,0.027,55.0,1.0,51.64,0.195,0.221,1.71
559,12.0,479.79,40.0,0.116,0.06,5.0,1.0,41.22,0.52,0.517,2.34
560,15.0,346.14,27.0,0.122,0.02,14.0,0.0,23.56,0.62,0.148,1.4
561,16.0,890.87,44.0,0.425,0.149,13.0,0.0,56.95,0.234,0.016,0.0
562,12.0,820.0,24.0,0.158,0.097,15.0,2.0,70.83,0.167,0.276,3.89
563,8.0,144.67,11.0,0.224,0.071,37.0,0.0,18.64,0.407,0.137,1.51
564,35.0,2330.61,42.0,0.073,0.045,0.0,3.0,66.1,0.474,0.296,1.64
565,7.0,519.24,28.0,0.2,0.082,11.0,0.0,76.17,0.573,0.096,1.19
566,11.0,265.15,33.0,0.146,0.048,20.0,1.0,23.45,0.125,0.0,1.47
567,2.0,49.01,3.0,0.037,0.001,95.0,0.0,21.61,0.035,0.325,0.98
568,32.0,2217.16,30.0,0.042,,7.0,0.0,69.07,0.317,0.253,4.48
569,43.0,1979.57,69.0,0.05,0.046,5.0,3.0,45.96,0.819,0.319,
570,1.0,50.38,4.0,0.172,0.0,130.0,0.0,39.68,0.822,0.185,0.98
571,34.0,2403.24,81.0,0.072,0.028,2.0,1.0,70.23,0.591,0.096,0.94
572,2.0,84.48,4.0,0.172,0.063,22.0,1.0,53.75,0.518,0.0,1.06
573,17.0,2396.2,61.0,0.02,0.031,5.0,1.0,144.81,0.405,0.159,1.81
574,10.0,657.06,24.0,0.142,0.096,21.0,0.0,65.25,0.369,0.209,1.25
575,16.0,656.0,38.0,0.084,0.073,24.0,0.0,40.04,0.753,0.478,0.95
576,2.0,91.74,8.0,0.295,0.124,28.0,1.0,60.97,0.58,0.162,0.0
577,17.0,527.09,26.0,0.116,0.028,24.0,1.0,30.31,0.487,0.14,2.39
578,3.0,54.4,8.0,0.247,0.0,40.0,1.0,15.72,0.332,0.005,1.16
579,6.0,174.59,18.0,0.386,0.033,33.0,1.0,29.2,0.344,0.197,0.0
580,14.0,2372.66,42.0,0.012,0.053,6.0,4.0,173.76,0.04,0.311,1.89
581,26.0,1237.66,78.0,0.076,0.055,4.0,1.0,47.84,0.223,0.306,1.49
582,5.0,101.83,8.0,0.102,0.06,45.0,1.0,21.73,0.744,0.366,0.0
583,0.0,130.48,13.0,0.135,0.061,36.0,0.0,130.48,0.66,0.042,1.41
584,29.0,1296.61,48.0,0.047,0.063,1.0,3.0,44.94,0.341,0.146,1.59
585,14.0,588.35,23.0,0.089,0.073,15.0,1.0,42.03,0.746,0.237,2.56
586,12.0,797.22,36.0,0.139,0.052,21.0,2.0,66.01,0.643,0.243,1.56
587,5.0,152.54,13.0,0.169,0.0,49.0,0.0,30.15,0.155,0.278,0.0
588,13.0,456.06,41.0,0.462,0.141,23.0,2.0,34.13,0.714,0.477,1.51
589,3.0,128.41,10.0,0.226,0.061,10.0,2.0,43.71,0.242,0.323,0.31
590,10.0,482.34,17.0,0.144,0.054,13.0,1.0,50.11,0.477,0.377,0.51
591,5.0,590.22,15.0,0.1,0.049,17.0,0.0,117.44,0.476,0.062,1.86
592,21.0,641.96,41.0,0.123,0.046,12.0,0.0,31.2,0.049,0.237,2.97
593,2.0,13.51,4.0,0.0,0.0,48.0,1.0,5.86,0.217,0.23,0.39
594,4.0,67.71,6.0,0.208,0.039,19.0,0.0,16.77,0.526,0.344,0.0
595,1.0,127.9,14.0,0.262,0.052,58.0,1.0,106.46,0.775,0.06,0.43
596,2.0,157.48,1.0,0.14,0.02,8.0,0.0,80.7,0.185,,1.93
597,15.0,651.3,57.0,0.388,0.151,15.0,0.0,44.34,0.751,0.475,3.01
598,10.0,463.51,18.0,0.04,0.04,16.0,1.0,44.29,0.44,0.127,1.33
599,2.0,88.0,0.0,0.093,0.036,126.0,0.0,36.6,0.438,0.0,0.82
600,4.0,219.61,9.0,0.237,0.028,34.0,1.0,55.94,0.71,0.162,0.84
601,15.0,322.52,20.0,0.072,0.091,10.0,1.0,21.8,0.45,0.267,1.58
602,27.0,1686.89,43.0,0.009,0.021,5.0,4.0,62.78,0.575,0.339,2.81
